country,date,movility_reduction,deaths,pop
Peru,2020-04-09,48.0,138,30814175
Peru,2020-04-10,51.0,169,30814175
Peru,2020-04-11,34.0,181,30814175
Peru,2020-04-12,34.0,193,30814175
Peru,2020-04-13,37.0,216,30814175
Peru,2020-04-14,38.0,230,30814175
Peru,2020-04-15,39.0,254,30814175
Peru,2020-04-16,40.0,274,30814175
Peru,2020-04-17,41.0,300,30814175
Peru,2020-04-18,34.0,348,30814175
Peru,2020-04-19,34.0,400,30814175
Peru,2020-04-20,37.0,445,30814175
Peru,2020-04-21,39.0,484,30814175
Peru,2020-04-22,39.0,530,30814175
Peru,2020-04-23,39.0,572,30814175
Peru,2020-04-24,40.0,634,30814175
Peru,2020-04-25,33.0,700,30814175
Peru,2020-04-26,34.0,728,30814175
Peru,2020-04-27,37.0,782,30814175
Peru,2020-04-28,33.0,854,30814175
Peru,2020-04-29,37.0,943,30814175
Peru,2020-04-30,37.0,1051,30814175
Peru,2020-05-01,42.0,1124,30814175
Peru,2020-05-02,33.0,1200,30814175
Papua New Guinea,2020-02-15,-2.0,0,7398500
Papua New Guinea,2020-02-16,,0,7398500
Papua New Guinea,2020-02-17,-1.0,0,7398500
Papua New Guinea,2020-02-18,-1.0,0,7398500
Papua New Guinea,2020-02-19,1.0,0,7398500
Papua New Guinea,2020-02-20,1.0,0,7398500
Papua New Guinea,2020-02-21,0.0,0,7398500
Papua New Guinea,2020-02-22,0.0,0,7398500
Papua New Guinea,2020-02-23,,0,7398500
Papua New Guinea,2020-02-24,-1.0,0,7398500
Papua New Guinea,2020-02-25,-1.0,0,7398500
Papua New Guinea,2020-02-26,-1.0,0,7398500
Papua New Guinea,2020-02-27,0.0,0,7398500
Papua New Guinea,2020-02-28,-1.0,0,7398500
Papua New Guinea,2020-02-29,-2.0,0,7398500
Papua New Guinea,2020-03-01,,0,7398500
Papua New Guinea,2020-03-02,0.0,0,7398500
Papua New Guinea,2020-03-03,0.0,0,7398500
Papua New Guinea,2020-03-04,2.0,0,7398500
Papua New Guinea,2020-03-05,0.0,0,7398500
Papua New Guinea,2020-03-06,-1.0,0,7398500
Papua New Guinea,2020-03-07,0.0,0,7398500
Papua New Guinea,2020-03-08,,0,7398500
Papua New Guinea,2020-03-09,1.0,0,7398500
Papua New Guinea,2020-03-10,0.0,0,7398500
Papua New Guinea,2020-03-11,0.0,0,7398500
Papua New Guinea,2020-03-12,1.0,0,7398500
Papua New Guinea,2020-03-13,1.0,0,7398500
Papua New Guinea,2020-03-14,0.0,0,7398500
Papua New Guinea,2020-03-15,,0,7398500
Papua New Guinea,2020-03-16,1.0,0,7398500
Papua New Guinea,2020-03-17,-1.0,0,7398500
Papua New Guinea,2020-03-18,1.0,0,7398500
Papua New Guinea,2020-03-19,2.0,0,7398500
Papua New Guinea,2020-03-20,1.0,0,7398500
Papua New Guinea,2020-03-21,2.0,0,7398500
Papua New Guinea,2020-03-22,,0,7398500
Papua New Guinea,2020-03-23,0.0,0,7398500
Papua New Guinea,2020-03-24,11.0,0,7398500
Papua New Guinea,2020-03-25,11.0,0,7398500
Papua New Guinea,2020-03-26,13.0,0,7398500
Papua New Guinea,2020-03-27,14.0,0,7398500
Papua New Guinea,2020-03-28,12.0,0,7398500
Papua New Guinea,2020-03-29,,0,7398500
Papua New Guinea,2020-03-30,13.0,0,7398500
Papua New Guinea,2020-03-31,12.0,0,7398500
Papua New Guinea,2020-04-01,13.0,0,7398500
Papua New Guinea,2020-04-02,14.0,0,7398500
Papua New Guinea,2020-04-03,13.0,0,7398500
Papua New Guinea,2020-04-04,9.0,0,7398500
Papua New Guinea,2020-04-05,,0,7398500
Papua New Guinea,2020-04-06,10.0,0,7398500
Papua New Guinea,2020-04-07,8.0,0,7398500
Papua New Guinea,2020-04-08,9.0,0,7398500
Papua New Guinea,2020-04-09,7.0,0,7398500
Papua New Guinea,2020-04-10,19.0,0,7398500
Papua New Guinea,2020-04-11,10.0,0,7398500
Papua New Guinea,2020-04-12,,0,7398500
Papua New Guinea,2020-04-13,19.0,0,7398500
Papua New Guinea,2020-04-14,6.0,0,7398500
Papua New Guinea,2020-04-15,8.0,0,7398500
Papua New Guinea,2020-04-16,9.0,0,7398500
Papua New Guinea,2020-04-17,11.0,0,7398500
Papua New Guinea,2020-04-18,8.0,0,7398500
Papua New Guinea,2020-04-19,,0,7398500
Papua New Guinea,2020-04-20,10.0,0,7398500
Papua New Guinea,2020-04-21,8.0,0,7398500
Papua New Guinea,2020-04-22,10.0,0,7398500
Papua New Guinea,2020-04-23,10.0,0,7398500
Papua New Guinea,2020-04-24,10.0,0,7398500
Papua New Guinea,2020-04-25,6.0,0,7398500
Papua New Guinea,2020-04-26,,0,7398500
Papua New Guinea,2020-04-27,6.0,0,7398500
Papua New Guinea,2020-04-28,5.0,0,7398500
Papua New Guinea,2020-04-29,4.0,0,7398500
Papua New Guinea,2020-04-30,8.0,0,7398500
Papua New Guinea,2020-05-01,6.0,0,7398500
Papua New Guinea,2020-05-02,5.0,0,7398500
Philippines,2020-02-15,0.0,1,100697400
Philippines,2020-02-16,1.0,1,100697400
Philippines,2020-02-17,1.0,1,100697400
Philippines,2020-02-18,0.0,1,100697400
Philippines,2020-02-19,1.0,1,100697400
Philippines,2020-02-20,0.0,1,100697400
Philippines,2020-02-21,1.0,1,100697400
Philippines,2020-02-22,0.0,1,100697400
Philippines,2020-02-23,1.0,1,100697400
Philippines,2020-02-24,1.0,1,100697400
Philippines,2020-02-25,11.0,1,100697400
Philippines,2020-02-26,0.0,1,100697400
Philippines,2020-02-27,0.0,1,100697400
Philippines,2020-02-28,0.0,1,100697400
Philippines,2020-02-29,0.0,1,100697400
Philippines,2020-03-01,1.0,1,100697400
Philippines,2020-03-02,0.0,1,100697400
Philippines,2020-03-03,0.0,1,100697400
Philippines,2020-03-04,1.0,1,100697400
Philippines,2020-03-05,0.0,1,100697400
Philippines,2020-03-06,1.0,1,100697400
Philippines,2020-03-07,1.0,1,100697400
Philippines,2020-03-08,1.0,1,100697400
Philippines,2020-03-09,1.0,1,100697400
Philippines,2020-03-10,3.0,1,100697400
Philippines,2020-03-11,4.0,1,100697400
Philippines,2020-03-12,5.0,2,100697400
Philippines,2020-03-13,7.0,5,100697400
Philippines,2020-03-14,6.0,8,100697400
Philippines,2020-03-15,11.0,11,100697400
Philippines,2020-03-16,15.0,12,100697400
Philippines,2020-03-17,24.0,12,100697400
Philippines,2020-03-18,28.0,19,100697400
Philippines,2020-03-19,30.0,17,100697400
Philippines,2020-03-20,33.0,18,100697400
Philippines,2020-03-21,27.0,19,100697400
Philippines,2020-03-22,24.0,25,100697400
Philippines,2020-03-23,33.0,33,100697400
Philippines,2020-03-24,33.0,35,100697400
Philippines,2020-03-25,34.0,38,100697400
Philippines,2020-03-26,34.0,45,100697400
Philippines,2020-03-27,37.0,54,100697400
Philippines,2020-03-28,30.0,68,100697400
Philippines,2020-03-29,26.0,71,100697400
Philippines,2020-03-30,35.0,78,100697400
Philippines,2020-03-31,35.0,88,100697400
Philippines,2020-04-01,35.0,96,100697400
Philippines,2020-04-02,36.0,107,100697400
Philippines,2020-04-03,39.0,136,100697400
Philippines,2020-04-04,31.0,144,100697400
Philippines,2020-04-05,26.0,152,100697400
Philippines,2020-04-06,35.0,163,100697400
Philippines,2020-04-07,35.0,177,100697400
Philippines,2020-04-08,34.0,182,100697400
Philippines,2020-04-09,38.0,203,100697400
Philippines,2020-04-10,43.0,221,100697400
Philippines,2020-04-11,32.0,247,100697400
Philippines,2020-04-12,26.0,297,100697400
Philippines,2020-04-13,35.0,315,100697400
Philippines,2020-04-14,35.0,335,100697400
Philippines,2020-04-15,35.0,349,100697400
Philippines,2020-04-16,36.0,362,100697400
Philippines,2020-04-17,39.0,387,100697400
Philippines,2020-04-18,30.0,397,100697400
Philippines,2020-04-19,26.0,409,100697400
Philippines,2020-04-20,35.0,428,100697400
Philippines,2020-04-21,35.0,437,100697400
Philippines,2020-04-22,35.0,446,100697400
Philippines,2020-04-23,36.0,462,100697400
Philippines,2020-04-24,38.0,477,100697400
Philippines,2020-04-25,31.0,494,100697400
Philippines,2020-04-26,27.0,501,100697400
Philippines,2020-04-27,35.0,511,100697400
Philippines,2020-04-28,35.0,530,100697400
Philippines,2020-04-29,34.0,558,100697400
Philippines,2020-04-30,34.0,568,100697400
Philippines,2020-05-01,39.0,579,100697400
Philippines,2020-05-02,30.0,603,100697400
Pakistan,2020-02-15,0.0,0,188410000
Pakistan,2020-02-16,0.0,0,188410000
Pakistan,2020-02-17,-1.0,0,188410000
Pakistan,2020-02-18,-1.0,0,188410000
Pakistan,2020-02-19,-1.0,0,188410000
Pakistan,2020-02-20,0.0,0,188410000
Pakistan,2020-02-21,0.0,0,188410000
Pakistan,2020-02-22,0.0,0,188410000
Pakistan,2020-02-23,0.0,0,188410000
Pakistan,2020-02-24,-1.0,0,188410000
Pakistan,2020-02-25,-1.0,0,188410000
Pakistan,2020-02-26,-1.0,0,188410000
Pakistan,2020-02-27,0.0,0,188410000
Pakistan,2020-02-28,1.0,0,188410000
Pakistan,2020-02-29,1.0,0,188410000
Pakistan,2020-03-01,0.0,0,188410000
Pakistan,2020-03-02,0.0,0,188410000
Pakistan,2020-03-03,-1.0,0,188410000
Pakistan,2020-03-04,0.0,0,188410000
Pakistan,2020-03-05,1.0,0,188410000
Pakistan,2020-03-06,2.0,0,188410000
Pakistan,2020-03-07,1.0,0,188410000
Pakistan,2020-03-08,0.0,0,188410000
Pakistan,2020-03-09,-1.0,0,188410000
Pakistan,2020-03-10,-1.0,0,188410000
Pakistan,2020-03-11,1.0,0,188410000
Pakistan,2020-03-12,1.0,0,188410000
Pakistan,2020-03-13,1.0,0,188410000
Pakistan,2020-03-14,1.0,0,188410000
Pakistan,2020-03-15,1.0,0,188410000
Pakistan,2020-03-16,2.0,0,188410000
Pakistan,2020-03-17,2.0,0,188410000
Pakistan,2020-03-18,4.0,0,188410000
Pakistan,2020-03-19,6.0,2,188410000
Pakistan,2020-03-20,7.0,3,188410000
Pakistan,2020-03-21,8.0,3,188410000
Pakistan,2020-03-22,9.0,5,188410000
Pakistan,2020-03-23,22.0,6,188410000
Pakistan,2020-03-24,21.0,7,188410000
Pakistan,2020-03-25,23.0,8,188410000
Pakistan,2020-03-26,24.0,9,188410000
Pakistan,2020-03-27,25.0,11,188410000
Pakistan,2020-03-28,23.0,12,188410000
Pakistan,2020-03-29,18.0,14,188410000
Pakistan,2020-03-30,24.0,21,188410000
Pakistan,2020-03-31,23.0,26,188410000
Pakistan,2020-04-01,22.0,27,188410000
Pakistan,2020-04-02,22.0,34,188410000
Pakistan,2020-04-03,23.0,40,188410000
Pakistan,2020-04-04,20.0,41,188410000
Pakistan,2020-04-05,15.0,47,188410000
Pakistan,2020-04-06,20.0,53,188410000
Pakistan,2020-04-07,20.0,57,188410000
Pakistan,2020-04-08,20.0,61,188410000
Pakistan,2020-04-09,22.0,65,188410000
Pakistan,2020-04-10,21.0,66,188410000
Pakistan,2020-04-11,19.0,86,188410000
Pakistan,2020-04-12,15.0,91,188410000
Pakistan,2020-04-13,20.0,93,188410000
Pakistan,2020-04-14,19.0,96,188410000
Pakistan,2020-04-15,19.0,111,188410000
Pakistan,2020-04-16,19.0,128,188410000
Pakistan,2020-04-17,19.0,135,188410000
Pakistan,2020-04-18,16.0,143,188410000
Pakistan,2020-04-19,12.0,168,188410000
Pakistan,2020-04-20,16.0,176,188410000
Pakistan,2020-04-21,16.0,201,188410000
Pakistan,2020-04-22,15.0,212,188410000
Pakistan,2020-04-23,16.0,237,188410000
Pakistan,2020-04-24,17.0,253,188410000
Pakistan,2020-04-25,20.0,269,188410000
Pakistan,2020-04-26,17.0,281,188410000
Pakistan,2020-04-27,21.0,292,188410000
Pakistan,2020-04-28,18.0,312,188410000
Pakistan,2020-04-29,19.0,343,188410000
Pakistan,2020-04-30,19.0,385,188410000
Pakistan,2020-05-01,22.0,417,188410000
Pakistan,2020-05-02,17.0,440,188410000
Poland,2020-02-15,-1.0,0,38496000
Poland,2020-02-16,0.0,0,38496000
Poland,2020-02-17,0.0,0,38496000
Poland,2020-02-18,1.0,0,38496000
Poland,2020-02-19,0.0,0,38496000
Poland,2020-02-20,0.0,0,38496000
Poland,2020-02-21,0.0,0,38496000
Poland,2020-02-22,0.0,0,38496000
Poland,2020-02-23,1.0,0,38496000
Poland,2020-02-24,-1.0,0,38496000
Poland,2020-02-25,0.0,0,38496000
Poland,2020-02-26,0.0,0,38496000
Poland,2020-02-27,0.0,0,38496000
Poland,2020-02-28,-1.0,0,38496000
Poland,2020-02-29,1.0,0,38496000
Poland,2020-03-01,1.0,0,38496000
Poland,2020-03-02,-1.0,0,38496000
Poland,2020-03-03,0.0,0,38496000
Poland,2020-03-04,0.0,0,38496000
Poland,2020-03-05,-1.0,0,38496000
Poland,2020-03-06,-1.0,0,38496000
Poland,2020-03-07,0.0,0,38496000
Poland,2020-03-08,0.0,0,38496000
Poland,2020-03-09,-1.0,0,38496000
Poland,2020-03-10,0.0,0,38496000
Poland,2020-03-11,0.0,0,38496000
Poland,2020-03-12,6.0,1,38496000
Poland,2020-03-13,10.0,2,38496000
Poland,2020-03-14,10.0,3,38496000
Poland,2020-03-15,10.0,3,38496000
Poland,2020-03-16,15.0,4,38496000
Poland,2020-03-17,17.0,5,38496000
Poland,2020-03-18,16.0,5,38496000
Poland,2020-03-19,17.0,5,38496000
Poland,2020-03-20,19.0,5,38496000
Poland,2020-03-21,14.0,5,38496000
Poland,2020-03-22,12.0,7,38496000
Poland,2020-03-23,18.0,8,38496000
Poland,2020-03-24,19.0,10,38496000
Poland,2020-03-25,20.0,14,38496000
Poland,2020-03-26,20.0,16,38496000
Poland,2020-03-27,21.0,16,38496000
Poland,2020-03-28,12.0,18,38496000
Poland,2020-03-29,13.0,22,38496000
Poland,2020-03-30,20.0,31,38496000
Poland,2020-03-31,21.0,33,38496000
Poland,2020-04-01,21.0,43,38496000
Poland,2020-04-02,21.0,57,38496000
Poland,2020-04-03,22.0,71,38496000
Poland,2020-04-04,15.0,79,38496000
Poland,2020-04-05,12.0,94,38496000
Poland,2020-04-06,19.0,107,38496000
Poland,2020-04-07,20.0,129,38496000
Poland,2020-04-08,18.0,159,38496000
Poland,2020-04-09,19.0,174,38496000
Poland,2020-04-10,23.0,181,38496000
Poland,2020-04-11,17.0,208,38496000
Poland,2020-04-12,13.0,232,38496000
Poland,2020-04-13,34.0,245,38496000
Poland,2020-04-14,21.0,263,38496000
Poland,2020-04-15,20.0,286,38496000
Poland,2020-04-16,19.0,314,38496000
Poland,2020-04-17,20.0,332,38496000
Poland,2020-04-18,12.0,347,38496000
Poland,2020-04-19,11.0,360,38496000
Poland,2020-04-20,16.0,380,38496000
Poland,2020-04-21,17.0,401,38496000
Poland,2020-04-22,16.0,426,38496000
Poland,2020-04-23,15.0,454,38496000
Poland,2020-04-24,15.0,494,38496000
Poland,2020-04-25,10.0,524,38496000
Poland,2020-04-26,7.0,535,38496000
Poland,2020-04-27,14.0,562,38496000
Poland,2020-04-28,12.0,596,38496000
Poland,2020-04-29,15.0,624,38496000
Poland,2020-04-30,10.0,644,38496000
Poland,2020-05-01,28.0,651,38496000
Poland,2020-05-02,8.0,664,38496000
Portugal,2020-02-15,-1.0,0,10477800
Portugal,2020-02-16,0.0,0,10477800
Portugal,2020-02-17,0.0,0,10477800
Portugal,2020-02-18,0.0,0,10477800
Portugal,2020-02-19,-1.0,0,10477800
Portugal,2020-02-20,-1.0,0,10477800
Portugal,2020-02-21,-2.0,0,10477800
Portugal,2020-02-22,-3.0,0,10477800
Portugal,2020-02-23,-4.0,0,10477800
Portugal,2020-02-24,3.0,0,10477800
Portugal,2020-02-25,16.0,0,10477800
Portugal,2020-02-26,2.0,0,10477800
Portugal,2020-02-27,0.0,0,10477800
Portugal,2020-02-28,-1.0,0,10477800
Portugal,2020-02-29,1.0,0,10477800
Portugal,2020-03-01,2.0,0,10477800
Portugal,2020-03-02,0.0,0,10477800
Portugal,2020-03-03,0.0,0,10477800
Portugal,2020-03-04,0.0,0,10477800
Portugal,2020-03-05,0.0,0,10477800
Portugal,2020-03-06,-1.0,0,10477800
Portugal,2020-03-07,-1.0,0,10477800
Portugal,2020-03-08,0.0,0,10477800
Portugal,2020-03-09,1.0,0,10477800
Portugal,2020-03-10,0.0,0,10477800
Portugal,2020-03-11,1.0,0,10477800
Portugal,2020-03-12,4.0,0,10477800
Portugal,2020-03-13,9.0,0,10477800
Portugal,2020-03-14,13.0,0,10477800
Portugal,2020-03-15,15.0,0,10477800
Portugal,2020-03-16,22.0,0,10477800
Portugal,2020-03-17,24.0,1,10477800
Portugal,2020-03-18,24.0,2,10477800
Portugal,2020-03-19,30.0,3,10477800
Portugal,2020-03-20,36.0,6,10477800
Portugal,2020-03-21,26.0,12,10477800
Portugal,2020-03-22,22.0,14,10477800
Portugal,2020-03-23,32.0,23,10477800
Portugal,2020-03-24,33.0,33,10477800
Portugal,2020-03-25,32.0,43,10477800
Portugal,2020-03-26,33.0,60,10477800
Portugal,2020-03-27,36.0,76,10477800
Portugal,2020-03-28,25.0,100,10477800
Portugal,2020-03-29,22.0,119,10477800
Portugal,2020-03-30,33.0,140,10477800
Portugal,2020-03-31,33.0,160,10477800
Portugal,2020-04-01,33.0,187,10477800
Portugal,2020-04-02,33.0,209,10477800
Portugal,2020-04-03,36.0,246,10477800
Portugal,2020-04-04,25.0,266,10477800
Portugal,2020-04-05,23.0,295,10477800
Portugal,2020-04-06,33.0,311,10477800
Portugal,2020-04-07,32.0,345,10477800
Portugal,2020-04-08,30.0,380,10477800
Portugal,2020-04-09,35.0,409,10477800
Portugal,2020-04-10,46.0,435,10477800
Portugal,2020-04-11,26.0,470,10477800
Portugal,2020-04-12,23.0,504,10477800
Portugal,2020-04-13,37.0,535,10477800
Portugal,2020-04-14,31.0,567,10477800
Portugal,2020-04-15,32.0,599,10477800
Portugal,2020-04-16,33.0,629,10477800
Portugal,2020-04-17,35.0,657,10477800
Portugal,2020-04-18,22.0,687,10477800
Portugal,2020-04-19,20.0,714,10477800
Portugal,2020-04-20,32.0,735,10477800
Portugal,2020-04-21,31.0,762,10477800
Portugal,2020-04-22,30.0,785,10477800
Portugal,2020-04-23,30.0,820,10477800
Portugal,2020-04-24,33.0,854,10477800
Portugal,2020-04-25,23.0,880,10477800
Portugal,2020-04-26,19.0,903,10477800
Portugal,2020-04-27,30.0,928,10477800
Portugal,2020-04-28,27.0,948,10477800
Portugal,2020-04-29,29.0,973,10477800
Portugal,2020-04-30,27.0,989,10477800
Portugal,2020-05-01,43.0,1007,10477800
Portugal,2020-05-02,22.0,1023,10477800
Paraguay,2020-02-15,3.0,0,6893727
Paraguay,2020-02-16,4.0,0,6893727
Paraguay,2020-02-17,-1.0,0,6893727
Paraguay,2020-02-18,-1.0,0,6893727
Paraguay,2020-02-19,0.0,0,6893727
Paraguay,2020-02-20,-1.0,0,6893727
Paraguay,2020-02-21,-1.0,0,6893727
Paraguay,2020-02-22,2.0,0,6893727
Paraguay,2020-02-23,4.0,0,6893727
Paraguay,2020-02-24,-1.0,0,6893727
Paraguay,2020-02-25,0.0,0,6893727
Paraguay,2020-02-26,0.0,0,6893727
Paraguay,2020-02-27,-2.0,0,6893727
Paraguay,2020-02-28,-3.0,0,6893727
Paraguay,2020-02-29,0.0,0,6893727
Paraguay,2020-03-01,2.0,0,6893727
Paraguay,2020-03-02,-2.0,0,6893727
Paraguay,2020-03-03,-3.0,0,6893727
Paraguay,2020-03-04,-2.0,0,6893727
Paraguay,2020-03-05,-2.0,0,6893727
Paraguay,2020-03-06,-3.0,0,6893727
Paraguay,2020-03-07,0.0,0,6893727
Paraguay,2020-03-08,3.0,0,6893727
Paraguay,2020-03-09,-2.0,0,6893727
Paraguay,2020-03-10,-3.0,0,6893727
Paraguay,2020-03-11,5.0,0,6893727
Paraguay,2020-03-12,6.0,0,6893727
Paraguay,2020-03-13,8.0,0,6893727
Paraguay,2020-03-14,10.0,0,6893727
Paraguay,2020-03-15,13.0,0,6893727
Paraguay,2020-03-16,13.0,0,6893727
Paraguay,2020-03-17,14.0,0,6893727
Paraguay,2020-03-18,19.0,0,6893727
Paraguay,2020-03-19,19.0,0,6893727
Paraguay,2020-03-20,19.0,0,6893727
Paraguay,2020-03-21,27.0,1,6893727
Paraguay,2020-03-22,25.0,1,6893727
Paraguay,2020-03-23,30.0,1,6893727
Paraguay,2020-03-24,31.0,2,6893727
Paraguay,2020-03-25,33.0,3,6893727
Paraguay,2020-03-26,31.0,3,6893727
Paraguay,2020-03-27,33.0,3,6893727
Paraguay,2020-03-28,30.0,3,6893727
Paraguay,2020-03-29,23.0,3,6893727
Paraguay,2020-03-30,24.0,3,6893727
Paraguay,2020-03-31,22.0,3,6893727
Paraguay,2020-04-01,27.0,3,6893727
Paraguay,2020-04-02,27.0,3,6893727
Paraguay,2020-04-03,31.0,3,6893727
Paraguay,2020-04-04,30.0,3,6893727
Paraguay,2020-04-05,26.0,3,6893727
Paraguay,2020-04-06,32.0,5,6893727
Paraguay,2020-04-07,29.0,5,6893727
Paraguay,2020-04-08,31.0,5,6893727
Paraguay,2020-04-09,34.0,5,6893727
Paraguay,2020-04-10,44.0,6,6893727
Paraguay,2020-04-11,32.0,6,6893727
Paraguay,2020-04-12,24.0,6,6893727
Paraguay,2020-04-13,27.0,6,6893727
Paraguay,2020-04-14,25.0,7,6893727
Paraguay,2020-04-15,28.0,8,6893727
Paraguay,2020-04-16,26.0,8,6893727
Paraguay,2020-04-17,28.0,8,6893727
Paraguay,2020-04-18,26.0,8,6893727
Paraguay,2020-04-19,22.0,8,6893727
Paraguay,2020-04-20,24.0,8,6893727
Paraguay,2020-04-21,23.0,8,6893727
Paraguay,2020-04-22,25.0,9,6893727
Paraguay,2020-04-23,24.0,9,6893727
Paraguay,2020-04-24,26.0,9,6893727
Paraguay,2020-04-25,24.0,9,6893727
Paraguay,2020-04-26,21.0,9,6893727
Paraguay,2020-04-27,23.0,9,6893727
Paraguay,2020-04-28,18.0,9,6893727
Paraguay,2020-04-29,22.0,9,6893727
Paraguay,2020-04-30,19.0,10,6893727
Paraguay,2020-05-01,33.0,10,6893727
Paraguay,2020-05-02,23.0,10,6893727
Qatar,2020-02-15,1.0,0,2269672
Qatar,2020-02-16,1.0,0,2269672
Qatar,2020-02-17,1.0,0,2269672
Qatar,2020-02-18,1.0,0,2269672
Qatar,2020-02-19,1.0,0,2269672
Qatar,2020-02-20,2.0,0,2269672
Qatar,2020-02-21,1.0,0,2269672
Qatar,2020-02-22,1.0,0,2269672
Qatar,2020-02-23,1.0,0,2269672
Qatar,2020-02-24,1.0,0,2269672
Qatar,2020-02-25,1.0,0,2269672
Qatar,2020-02-26,1.0,0,2269672
Qatar,2020-02-27,1.0,0,2269672
Qatar,2020-02-28,1.0,0,2269672
Qatar,2020-02-29,1.0,0,2269672
Qatar,2020-03-01,1.0,0,2269672
Qatar,2020-03-02,1.0,0,2269672
Qatar,2020-03-03,1.0,0,2269672
Qatar,2020-03-04,2.0,0,2269672
Qatar,2020-03-05,2.0,0,2269672
Qatar,2020-03-06,2.0,0,2269672
Qatar,2020-03-07,2.0,0,2269672
Qatar,2020-03-08,1.0,0,2269672
Qatar,2020-03-09,2.0,0,2269672
Qatar,2020-03-10,4.0,0,2269672
Qatar,2020-03-11,4.0,0,2269672
Qatar,2020-03-12,8.0,0,2269672
Qatar,2020-03-13,10.0,0,2269672
Qatar,2020-03-14,8.0,0,2269672
Qatar,2020-03-15,9.0,0,2269672
Qatar,2020-03-16,10.0,0,2269672
Qatar,2020-03-17,13.0,0,2269672
Qatar,2020-03-18,16.0,0,2269672
Qatar,2020-03-19,19.0,0,2269672
Qatar,2020-03-20,16.0,0,2269672
Qatar,2020-03-21,15.0,0,2269672
Qatar,2020-03-22,20.0,0,2269672
Qatar,2020-03-23,20.0,0,2269672
Qatar,2020-03-24,20.0,0,2269672
Qatar,2020-03-25,21.0,0,2269672
Qatar,2020-03-26,23.0,0,2269672
Qatar,2020-03-27,19.0,0,2269672
Qatar,2020-03-28,19.0,1,2269672
Qatar,2020-03-29,22.0,1,2269672
Qatar,2020-03-30,21.0,1,2269672
Qatar,2020-03-31,21.0,2,2269672
Qatar,2020-04-01,21.0,2,2269672
Qatar,2020-04-02,26.0,3,2269672
Qatar,2020-04-03,20.0,3,2269672
Qatar,2020-04-04,20.0,3,2269672
Qatar,2020-04-05,24.0,4,2269672
Qatar,2020-04-06,24.0,4,2269672
Qatar,2020-04-07,24.0,6,2269672
Qatar,2020-04-08,24.0,6,2269672
Qatar,2020-04-09,27.0,6,2269672
Qatar,2020-04-10,21.0,6,2269672
Qatar,2020-04-11,23.0,6,2269672
Qatar,2020-04-12,23.0,7,2269672
Qatar,2020-04-13,24.0,7,2269672
Qatar,2020-04-14,23.0,7,2269672
Qatar,2020-04-15,26.0,7,2269672
Qatar,2020-04-16,27.0,7,2269672
Qatar,2020-04-17,21.0,7,2269672
Qatar,2020-04-18,22.0,8,2269672
Qatar,2020-04-19,23.0,8,2269672
Qatar,2020-04-20,23.0,9,2269672
Qatar,2020-04-21,23.0,9,2269672
Qatar,2020-04-22,23.0,10,2269672
Qatar,2020-04-23,26.0,10,2269672
Qatar,2020-04-24,22.0,10,2269672
Qatar,2020-04-25,25.0,10,2269672
Qatar,2020-04-26,27.0,10,2269672
Qatar,2020-04-27,28.0,10,2269672
Qatar,2020-04-28,25.0,10,2269672
Qatar,2020-04-29,27.0,10,2269672
Qatar,2020-04-30,29.0,10,2269672
Qatar,2020-05-01,20.0,12,2269672
Qatar,2020-05-02,23.0,12,2269672
Romania,2020-02-15,-1.0,0,19942642
Romania,2020-02-16,-2.0,0,19942642
Romania,2020-02-17,-1.0,0,19942642
Romania,2020-02-18,-1.0,0,19942642
Romania,2020-02-19,-1.0,0,19942642
Romania,2020-02-20,-1.0,0,19942642
Romania,2020-02-21,-3.0,0,19942642
Romania,2020-02-22,-1.0,0,19942642
Romania,2020-02-23,-1.0,0,19942642
Romania,2020-02-24,-1.0,0,19942642
Romania,2020-02-25,-1.0,0,19942642
Romania,2020-02-26,-2.0,0,19942642
Romania,2020-02-27,0.0,0,19942642
Romania,2020-02-28,-2.0,0,19942642
Romania,2020-02-29,0.0,0,19942642
Romania,2020-03-01,-2.0,0,19942642
Romania,2020-03-02,-1.0,0,19942642
Romania,2020-03-03,-1.0,0,19942642
Romania,2020-03-04,-1.0,0,19942642
Romania,2020-03-05,0.0,0,19942642
Romania,2020-03-06,-3.0,0,19942642
Romania,2020-03-07,-2.0,0,19942642
Romania,2020-03-08,-2.0,0,19942642
Romania,2020-03-09,0.0,0,19942642
Romania,2020-03-10,0.0,0,19942642
Romania,2020-03-11,3.0,0,19942642
Romania,2020-03-12,4.0,0,19942642
Romania,2020-03-13,4.0,0,19942642
Romania,2020-03-14,4.0,0,19942642
Romania,2020-03-15,6.0,0,19942642
Romania,2020-03-16,10.0,0,19942642
Romania,2020-03-17,10.0,0,19942642
Romania,2020-03-18,11.0,0,19942642
Romania,2020-03-19,12.0,0,19942642
Romania,2020-03-20,11.0,0,19942642
Romania,2020-03-21,7.0,0,19942642
Romania,2020-03-22,10.0,3,19942642
Romania,2020-03-23,19.0,7,19942642
Romania,2020-03-24,19.0,11,19942642
Romania,2020-03-25,22.0,17,19942642
Romania,2020-03-26,23.0,23,19942642
Romania,2020-03-27,22.0,26,19942642
Romania,2020-03-28,16.0,37,19942642
Romania,2020-03-29,15.0,43,19942642
Romania,2020-03-30,21.0,65,19942642
Romania,2020-03-31,22.0,82,19942642
Romania,2020-04-01,21.0,92,19942642
Romania,2020-04-02,21.0,115,19942642
Romania,2020-04-03,20.0,133,19942642
